text,sentiment,score
IN THE FIRST RUN THEY WERE A TEAM AND THEY WORKED TOGETHER AND YOU SEE THE PERSONALITES THIS MOVIE JUST POPS A GROUP OF DIFFERENT KILLERS DOWN TOGETHER AND LETS THEM INTERACT POORLY,Negative,-2.2
BUT NOTHING SUCKS EITHER WHICH GAINS THE MOVIE SOME POINTS I GUESS,Positive,0.8
OF THE ACTING NOTHING STANDS OUT A SPECTACULAR WHICH IS TO BE EXPECTED OF THE MOVIE LIKE THIS,Negative,-1.4
AND I KNOW YOU CANT HYPE A MOVIE WITH AN UNKNOWN ACTORS SO EVEN IF SOMEONE IS IN THERE FOR A FEW MINUTES YOU SHOULD HYPE THEM,Neutral,0.0
WHAT DISAPPOINTED ME WAS THAT ONE OF THE MOST HYPED ACTORS IN THE MOVIE WAS ONLY IN THERE FOR SHORT AMOUNT OF TIME,Negative,-2.0
I LOVE MY MOVIES TO BE LONG,Positive,2.0
THIS MOVIE SEEMED UM A LITTLE LONG,Negative,-1.4
UM IM PASSIONATE ABOUT MOVIES SO THATS FINE,Positive,0.8
I DONT THINK A MOVIE CAN EVER BE TOO LONG UM YOU KNOW I LIKE YOU KNOW THE DARK NIGHT WAS YOU KNOW TWO HOURS AND FORTY FIVE MINUTES YOU KNOW AND TITANIC YOU KNOW ALL THOSE MOVIES A AVATAR ALL THOSE MOVIES THAT YOU KNOW THREE HOURS AND YOU KNOW THATS FINE BY ME I LOVE LONG MOVIES,Positive,1.8
SOME PARTS JUST KIND OF DRAGGED ON YOU KIND OF YOU KNOW SIT IN THE MOVIE THEATER AND THIS IS A BIG ACTION MOVIE ONE OF THE BIGGEST MOVIES OF THE SUMMER AND YOU KIND OF JUST WANTED TO YOU KNOW REST YOUR HEAD WHILE WATCHED UM COZ SOME OF THE SEQUENCES AND SOME OF THE SCENES WERE JUST KIND OF LONG,Negative,-2.2
BUT THIS ONE SEEMED LONG AT SOME AT SOME PARTS,Negative,-1.2
UM THE ACTION WAS GREAT YOU KNOW NOT TOO MUCH NOT TOO LITTLE JUST UM JUST ENOUGH ACTION,Positive,2.0
AND YOU JUST KIND OF LIKE OK LETS GET TO IT WE KNOW WHATS GONNA HAPPEN LETS GO AHEAD AND DO IT,Negative,-1.6
BUT PRETTY GOOD SCRIPT,Positive,2.0
UM THE STORY WAS ALL RIGHT,Positive,0.8
I DONT THINK IT WAS AS GOOD AS THE FIRST ONE OBVIOUSLY I I THINK THE FIRST MOVIE WAS JUST FANTASTIC,Negative,-1.25
I WENT TO THIS MOVIE VERY VERY EXCITED,Positive,1.4
I THINK UM THE MOVIES ARE PHENOMENAL ESPECIALLY THAT FIRST ONE,Positive,2.8
IM A BIG TRANSFORMERS FAN,Positive,2.2
UM IN INTERVIEWS SHIA LABEOUF SAID THAT THE SECOND MOVIE LACKED UM HEART,Negative,-1.4
UM I DONT THINK THAT THIS OVE GOT AS MUCH BUZZ AND AS MUCH UM MEDIA ATTENTION AND UM WORD OF MOUTH YOU KNOW SPREADING AROUND AND STUFF,Negative,-0.8
UM AFTER WATCHING THIS MOVIE I DONT REALLY THINK THATS NECESSARILY TRUE UM I THINK THAT THE SECOND MOVIE AND THE THIRD MOVIE ARE VERY VERY SIMILAR UM I THINK THEY TRIED TO ADD A LOT OF HEART,Negative,-1.0
AND HE SAID THAT THIS NEW ONE HAS A LOT OF HEART UM SIMILAR TO THE FIRST ONE,Positive,1.6
THERES TOO MUCH TOO FAST I MEAN WE BASICALLY JUST GET INTRODUCED TO THIS CHARACTER AND YOU KNOW RIGHT AWAY UM THIS IS THE FIRST MOVIE SHES IN AND THEYRE ALREADY UM YOU KNOW UM MEANT TO BE TOGETHER FOREVER AND ALL THAT GOOD SLUSHY STUFF,Negative,-2.0
AND IT JUST SEEMS LIKE TOO MUCH TOO FAST I MEAN THEYRE ALREADY TELLING EACH OTHER THAT LOVE EACH OTHER AND TALKING ABOUT GETTING WEDDING RINGS SPENDING THE REST OF THEIR LIVES TOGETHER THEY LIVE TOGETHER I MEAN ITS JUST WAY TOO MUCH TOO FAST THEY TRY TO BUILT THEIR HEART INTO IT BY YOU KNOW HIM SAYING YOU KNOW YOURE THE ONLY THING THAT MATTERS IN THIS WORLD YOU KNOW I DONT CARE ABOUT MYSELF YOU KNOW COZ SHE THINKS HES DOING CRAZY STUFF SACRIFIZING HIS LIFE IN A THEN HE DOES CRAZY STUFF TO SAVE HER AND HES JUST LIKE I LOVE YOU YOU KNOW JUST ALL THE SAPPY BLAH BLAH STUFF,Negative,-2.2
UM MAYBE IM PART WITH THE SECOND ONE MAYBE IM LITTLE BEHIND THAT BUT IT WAS IT WAS PRETTY GOOD STORY,Positive,0.8
HE LOOKED AWESOME WHILE HE DID IT BUT YEAH OK SO LET ALL THE GIRLS WHO WANT ALL DISAGREE WITH ME COZ THEY ALL THINK THIS IS AN AMAZING MOVIE BUT THEY ALL THINK HE WAS AMAZING BECAUSE THEY WERE STARING AT DANIEL CRAIG THE WHOLE TIME THEYR GOING OH MY GOSH HES SO HOT,Positive,0.8
ALL THE GUYS THAT WENT WERE PRETTY MUCH ON MY PAGE THEY WERE JUST LIKE WOW THAT WAS STUPID WOW,Negative,-2.6
I SAT WITH THE GUYS AND WE ALL TRY TO STAY AWAKE THROUGH IT UM AND KEPT FALLING ASLEEP AND THEN TALK ABOUT HOW STUPID IT WAS,Negative,-2.2
THE VERDICT IS STUPID AND A COMPLETE WASTE OF MONEY,Negative,-2.6
LIKE I DIDNT EXPECT IT TO BE GOOD,Negative,-0.8
BUT IT WAS A FUN EXPERIENCE GOING,Positive,2.25
AAAAA IT WASNT EVEN HOLDING MY ATTENTION,Negative,-2.8
BUT ITS JUST SUCH A WASTE OF MONEY FOR THEM LIKE WHEN I SEE THE MOVIE THATS OBVIOUSLY HAD A VERY BIG BUDGET AND IT IS LIKE NOT EVEN GOOD IT MAKES ME ANGRY COZ IM JUST LIKE WHY ARE YOU WASTING SO MUCH MONEY,Negative,-2.4
I HONESTLY WANTED THE ALIENS TO WIN,Negative,-0.4
I COULD BARELY STAY AWAKE THROUGH THE MOVIE,Negative,-2.6
JUST THERE WAS ONLY ONE CHARACTER THE DOCTOR HE WAS THE ONLY PERSON I EVEN REALLY CARED ABOUT,Negative,-1.4
ALL THE CHARACTERS WERE JUST SO UNLIKABLE,Negative,-1.6
EVERY SINGLE COWBOY WAS JUST A COMPLETE DOUCHEBAG,Negative,-2.6
AND EVEN HE WAS A DOUCHEBAG ALL OF THEM,Negative,-2.6
BUT HE WASNT EVEN INTERESTING,Negative,-2.0
AND THERE WAS JUST THIS LITTLE BOY AND HE WAS THE ONLY PERSON WHO WASNT A DOUCHEBAG,Negative,-1.0
HE WAS JUST LIKE A PLOT DEVICE FOR THIS OTHER GUY TO START ACTING LIKE A FATHER FIGURE AND HE WAS JUST STUPID BUT THEN HE DIDNT EVEN ACT LIKE A FATHER FIGURE TOWARDS HIM,Negative,-1.6
BUT THEY GAVE HIM NO NO CHARACTER LIKE HE HAD NO CHARACTER DEVELOPMENT WHATSOEVER,Negative,-2.6
WHY ARE YOU KILLING EVERYONE,Negative,-1.6
BUT HE WAS ACTUALLY COMPLETE DOUCHEBAG,Negative,-1.8
WHAY ARE YOU KILLING THESE PEOPLE YOU DONT EVEN KNOW WHATS GOING ON LIKE DUDE GET OVER YOURSELF,Negative,-1.4
IT JUST SOME PEOPLE WERE LIKE OH HES SO COOL HES SO AWESOME LIKE YOUVE NEVER SEEN THAT IN THE MOVIE THIS PERSON WHO HAD AMNESIA JUST KILLS EVERYBODY EVEN IF ITS LIKE BUT THAT WAS SO UNNECESSARY,Negative,-2.2
AND THEN MAYBE EVEN WHEN SHE WAS HAPPY LIKE SHE WOULDNT FROWN HER UM FROWN HER EYEBROWS BUT SHED STILL BE POUTY BUT LIKE YEAH LIKE THAT,Negative,-1.6
IT WAS LIKE THIS LIKE POUTY LIKE GRUMPY LOOK,Negative,-1.8
LIKE THOSE THO THOSE THOSE MOMENTS IN THE FILM ESPECIALLY IN THE BEGINNING WHERE SHE WOULD SIT THERE STAND THERE CROSS UM WITH HER ARMS CROSSED AND JUST LOOK OUT INTO THE DISTANCE LIKE JUST LAUGHING WITH THE SAME EXPRESSION OR SHED LOOK ACROSS THE BEACH OR SHED LOOK AT HER DAD OR SHED LOOK AT HER BROTHER WITH THE SAME EXPRESSION AND I WAS JUST LIKE WHATRE YOU THINKING I I DONT UNDERSTAND WHAT THIS CHARACTERS DOING,Negative,-2.0
WHICH JUST UH IT REALLY ANNOYED ME,Negative,-2.6
BUT AS AN ACTOR I REALLY THINK ESPECIALLY AN ACTOR IN THE LEAD LEADING ROLE YOU REALLY SHOULD PREPARE FOR THAT ROLE,Negative,-2.0
LIKE OKAY SHES STARING WHATS SHE THINKING HOW DOES SHE FEEL I HAD NO IDEA LIKE IT WAS THE SAME EXPRESSION FOR SHOCK OR FOR SADNESS OR WHAT I PRESUMED SHED BE SAD BUT IT SIGH IT REALLY BUGGED ME,Negative,-2.4
SMACKING SO THATS PROBABLY WHY SHE JUST LAUGHINGLOOKED THE SAME IN EVERY SINGLE SCENE THERE WAS PROBABLY ABOUT TWO SCENES THAT I ACTUALLY THOUGHT YEA SHE THIS IS HER ACTING THIS IS GOOD SHE CAN DO THIS,Negative,-0.4
I WAS LIKE HOW CAN YOU GO INTO A FILM INTO A LEADING ROLE AND HAVE NO IDEA WHO YOUR CHARACTER IS,Negative,-1.6
BUT THEN THOSE TWO MOMENTS JUST GOT RUINED BY THE REST OF AN HOUR AND A HALF OF HER BEING POUTY,Negative,-2.2
NOW I AM A HUGE HUGE FAN OF NICHOLAS SPARKS,Positive,2.8
UM I REALLY ENJOYED A WALK TO REMEMBER ME AND DEAR JOHN,Positive,2.6
UM THE NOTEBOOK IS ONE OF MY FAVORITE FILMS,Positive,2.4
SO I WENT INTO THIS FILM HAVING QUITE HIGH EXPECTATIONS,Positive,0.4
I REALLY DID ENJOY AS WELL WASNT TOO FOND OF THE ENDING,Positive,1.4
BUT ON THE OTHER HAND I WAS REALLY UM WARY OF GOING,Negative,-1.4
I MEAN ITS A NICHOLAS SPARKS BOOK IT MUST BE GOOD,Positive,1.25
STRAIGHT AWAY MILEY CYRUS ACTING MILEY CYRUS ACTING OR LACK OF SHE HAD THIS SAME EXPRESSION THROUGHOUT THE ENTIRE FILM,Negative,-1.0
LIKE WHAT TO EXPECT FROM MILEY CYRUS UM I MEAN SHES ONLY DONE THE HANNAH MONTANA FRANCHISE PLAYING THAT ONE CHARACTER WHICH I THINK LIKE 99 OF THE PERCENT OF THE TIME HER CHARACTERS LIKE SO OVERBOARD SHES SO EXAGGERATED SO I REALLY DIDNT KNOW HOW SHE WAS GOING TO HANDLE THIS FILM,Negative,-1.2
I JUST HATED IT,Negative,-2.8
I DIDNT THINK IT WAS SAD,Negative,-0.4
TWO OUT OF FIVE STARS,Negative,-1.6
LIKE SERIOUSLY,Negative,-1.0
I KIND OF HAVE A UM ARTISTIC VIDEO UP ON MY MAIN CHANNEL,Positive,0.4
I GUESS IM JUST OVER IT,Negative,-1.8
I LOVE YOU GUYS,Positive,0.8
UM RONNY WANTED TO KNOW WHAT WAS THE LAST MOVIE WE SAW IN THEATRES AND TO GIVE A REVIEW FOR IT,Neutral,0.0
I REALLY DID,Positive,0.5
UM I THINK THE LAST MOVIE I SAW IN THEATRES WAS TOY STORY 3 AND I HATED IT,Negative,-2.0
AND I REALLY HATED CARS,Negative,-2.2
I THINK IM GETTING TO THAT POINT WHERE IM JUST NOT ENTERTAINED BY DISNEY PIXAR MOVIES ANYMORE BECAUSE I COULDNT STAND UP,Negative,-2.8
AND I LIKED WALLY,Positive,1.4
I LIKED FINDING NEMO,Positive,1.6
I DIDNT THINK IT WAS CUTE,Negative,-1.4
I DIDNT THINK IT WAS FUNNY,Negative,-2.0
AND UH ALTHOUGH LIKE I LIKE DARK HUMOR,Negative,-0.6
SMACKING LIPS MAYBE ONLY 5 JOKES MADE ME LAUGH,Negative,-1.8
NO I I I GUESS SO I MEAN ITS ITS IT WASNT ANNOYING,Negative,-0.8
BUT I JUST COULDNT FIND IT FUNNY,Negative,-2.2
MAYBE A LOT MORE THAN THE EXPENDABLES,Positive,0.25
IT IT IT WAS JUST THERE I I I I WASNT I WASNT AMUSED,Negative,-2.0
THE ACTION FEELS THAT ITS UM IT ITS ITS PRETTY MUCH JUST UH QUICK CUT OR SLASH BLOOD SCREAM YOU KNOW LIP SMACKING,Negative,-1.4
BUT I FEEL THAT THE MOVIE WASNT REALLY CONCERNED WITH BEING EXCITING,Negative,-1.4
STILL THE THE CHURCH SHOOTOUT HOWEVER BRIEF THAT WAS IT IT WAS ALRIGHT,Positive,0.2
FFFFLAT SHIT LIP SMACKING,Neutral,0.0
MAYBE IT COULD HAVE BEEN 20 SECONDS LONGER,Negative,-1.0
UM ID LIKE TO QUICKLY TALK ABOUT MACHETE,Neutral,0.0
I COULDNT GET INTO IT,Negative,-2.0
IM SORRY AND DISAPPOINTED TO SAY THIS I DIDNT LIKE IT,Negative,-2.0
AND MAYBE PLANET TERROR IM IM NOT SURE IM JUST,Negative,-0.8
I KNOW IT ITS NOT MEANT TO BE TAKEN SERIOUSLY MAYBE 70S EXPLOITATION MOVIES ARE MORE CHEESY THAN MACHETE,Negative,-0.8
I I CANT EXPLAIN WHY THE HUMOR WAS WAS MOSTLY FLAT BECAUSE A FEW OR SEVERAL JOKES ACTUALLY FELT THEY THEY THEY ACTUALLY FELT FELT FUNNY,Negative,-1.0
SOUND OF CARS THE ACTION AND HUMOR WERE MOSTLY FLAT,Negative,-1.8
SIGH IT PROBABLY WOULD HAVE HELPED IF I WENT WITH WITH SOMEONE IF AT LEAST ONE OTHER ONE OTHER PERSON WENT WITH ME,Negative,-0.6
BUT BUT I JUST DID DIDNT LAUGH,Negative,-2.0
AND JIM CARRY UM I KIND OF LIGHT WENT OFF I LOVE UM I USED TO IMMITATE HIS COMEDY STYLE WHEN I WAS YOUNGER BELIEVE IT OR NOT,Positive,1.6
IAN MCGREGGOR HAPPENS TO BE ONE OF MY FAVORITES,Positive,2.2
IF YOURE UM A LOVER OF JIM CARRY A LOVER OF IAN MCGRAGGOR THAN YOULL LIKE THIS MOVIE,Positive,1.8
I MEAN HE EVEN FAKED HAVING AIDS TO GET OUT OF PRISON,Negative,-0.4
I LOVE ALL ASPECTS OF MOVIES,Positive,2.4
UM NOW PLEASE I LOVE MOVIES,Positive,1.5
BUT THIS IS KIND OF,Neutral,0.0
I JUST WANNA SAY THAT I LOVE YOU,Positive,2.6
NOW I HAD NO IDEA HOW GOOD THIS MOVIE WAS GONNA BE,Positive,0.6
ALTHOUGH BROOKE DID A A UNIQUE MOVIE LAST TUESDAY,Negative,-0.4
BUT ITS SUCH A FEEL GOOD COMEDY,Positive,2.0
UM I SHOULDNT SAY LIKE ITS NOT LIKE AMAZINGLY GONNA WIN SOME AWARDS GOOD,Neutral,0.0
I MEAN SOME PEOPLE LIKE JAMES WOODS I BELIEVE HIS IQ IS 1 180 OR SOMETHING LIKE THAT,Positive,1.4
NOW THE REAL STEVEN RUSSEL HAS LIKE AN IQ LIKE 163 WHICH IS LIKE WOW GENIOUS,Positive,0.8
I THINK THEY ARE VERY GOOD ACTORS,Positive,1.8
JIM CARRY IAN MCGREGGOR I LIKED THE TWO OF THEM,Positive,1.8
BECAUSE ITS UM ITS AN AUDIENCE PLEASER YOU KNOW,Positive,1.6
AND ITS SORT OF LIKE A CONTRIVED PLOT THATS BEEN USED OVER AND OVER AGAIN,Negative,-2.0
AN ESPECIALLY WHEN IT COMES TO ROMANTIC DRAMAS LIKE THUMPING ITS UH IT GETS THE AUDIENCES TO THEATRES BECAUSE ITS A COMPELLING IDEA BUT ITS BEEN UH DONE,Positive,0.2
AND I REALLY REALLY LOVED IT,Positive,2.0
AND I WAS JUST THINKING ABOUT UM HOW ITS THE PERFORMANCES IN IT WERE SORT OF OVER OVERLOOKED AT THE ACADEMY AWARDS,Positive,1.4
AND I THOUGHT THAT THE PERFORMANCES IN IT WERE INCREDIBLE,Positive,2.4
BUT THERE WERE A LOT OF GREAT MOVIES OUT THIS YEAR,Positive,1.2
BECAUSE UM THERE WERE SO MANY GREAT MOVIES THAT CAME OUT THIS YEAR I MEAN UM THE KINGS SPEECH BLACK SWAN 127 HOURS INCEPTION,Positive,2.2
AND I THINK THAT BLUE VALENTINE HAS UM BECOME KIND OF UNDERRATED,Positive,1.4
SOME OF THE GREAT PERFORMANCES UM OF LAST YEAR WERE KIND OF OVERLOOKED CUZ THERE WERE JUST SO MANY OF THEM,Positive,1.0
AND THERES A LOTS OF SMACKING LIPS THERES SO MANY DYNAMICS GOING ON WITH THIS RELATIONSHIP AND I THINK THAT IT WAS IT WAS A GREAT STORY,Positive,2.2
AND ITS TRULY HEARTBREAKING TO SEE THAT CONTRASTED WITH THE STATE OF THINGS,Negative,-1.5
AND I ENJOYED MYSELF A LOT AT THE MOVIE,Positive,2.2
I LAUGHED AT QUITE A BIT OF THE DIALOGUE,Positive,1.2
AND THERE ACTUALLY WAS ONE SCENE THAT I FOUND KIN,Positive,0.6
BUT I DO WANNA TELL YOU ABOUT PRIEST,Neutral,0.0
IF YOU LIKE EXPLOSIONS REALLY RIDICULOUS ACTION SEQUENCES MALODRAMATIC PLOT AND ACTING THIS IS THE RIGHT MOVIE TO SEE,Positive,2.2
IF YOU WERE LOOKING FOR A MOVIE THAT HAS ANYTHING REALISTIC IN IT YOU SHOULD NOT BE LOOKING AT THIS MOVIE BECAUSE IT IS INSANE,Negative,-2.4
AND IS FUN TO WATCH,Positive,1.8
AND SHE ALSO HAS PRETTY SWEET MOVES,Positive,1.8
THERERE ALSO TWO LORD OF THE RINGS GRADS WHICH I ABSOLUTELY LOVE,Positive,2.4
SOME REALLY FUN TOUCHES WITHIN THE MOVIE IS THAT TWO VAMPIRES IN OTHER SHOWS APPEAR IN THIS MOVIE NOT AS VAMPIRES,Positive,2.0
IF ALL THREE OF THEM WERE PUT TOGETHER,Negative,-0.25
AND ANYONE WHO KNOWS ME KNOWS THE LORD OF THE RINGS TRILOGY IS PROBABLY MY FAVORITE MOVIE EVER,Positive,2.6
WHICH BASICALLY MEANS HES WORMTONGUE AGAIN IN A DIFFERENT WAY,Negative,-0.2
YEAH THATS ABOUT HOW MY FAVORITE LIST GOES,Positive,1.33333333333
AND SHE IS A REALLY PRETTY GIRL,Positive,2.4
OTHER NOTABLE MENTIONES ARE CHRISTOPHER PLUMBER,Positive,0.2
I REALLY LOVE THE MELODRAMATIC OVER THE TOP CRAZY ACTION SORT OF THING GOING ON,Positive,2.6
THIS IS ONE OF MY FAVORITE TYPES OF MOVIES,Positive,2.0
AND THERES A BETTER ON TOP OF THE TRAIN FIGHTS THAN THE FIRST MISSION IMPOSSIBLE MOVIE,Positive,1.4
THERES S SCENE IN A CAVE WHERE THEY FIGHT A GIANT MONSTER THAT REALLY REMINDS ME OF LIKE SOME SORT OF LORD OF THE RINGS MINES OF MORIA MOMENT,Positive,0.4
I THOUGHT IT WAS FUN,Positive,1.2
SO YES I REALLY ENJOYED IT,Positive,2.4
MARLON WAYANS HAD A LOT OF FUN,Positive,1.4
BUT THE GUY FROM LOST HAD A LOT OF FUN,Positive,2.0
DENNIS QUAID I THINK HAD A LOT OF FUN,Positive,1.8
UM SAME WITH CHRISTOPHER ECCLESTON,Neutral,0.0
UM AND NOW THE PERFORMANCES ARE LIKE SOMETHING LIKE TO WRITE HOME ABOUT,Negative,-0.4
UM THAT BEING SAID YOU CAN TELL THAT LOT PEOPLE WERE HAVING FUN WITH THIS,Positive,1.6
AND I XXX LIKE IN PARTICULAR JOSEPH JOSEPH GORDONLEVITT HAD A LOT OF FUN WITH HIS ROLE,Positive,1.4
I THINK UM RACHEL NICHOLS HAD A LOT OF FUN WITH HER ROLE,Positive,1.8
SO I I THINK IT WAS COOL TO ACTUALLY SEE RAY PARK IN ACTION GREAT ACTION STAR,Positive,2.4
HE DOES A GREAT JOB WITH HIS SNAKE EYES WHICH IS ALWAYS COOL TO SEE THAT,Positive,1.8
BECAUSE I REALLY WANTED TO SEE IT ACTUALLY,Positive,0.5
OR BIG COLLECTOR OF THE ACTION FIGURES,Neutral,0.0
AND UM FIRST OF ALL I I ACTUALLY WAS NEVER A HUGE FAN OF THE JI JOE TV SERIES,Negative,-0.8
JI JOE RISE OF THE COBRA UM THIS MOVIE IS INCREDIBLE CHEEZY,Positive,0.2
BUT I WASNT BIG ON IT UM,Positive,1.0
YES IT THE ACTING IS A LITTLE ROUGH IN SOME PARTS,Negative,-1.2
BUT IN THE GOOD WAY I IN IST THERES TWO TYPES OF CHEEZY AND THIS IS THE GOOD KIND OF CHEEZY,Positive,1.8
BUT THE M THE SCRIPT IS CORNY,Negative,-2.0
WELL YOU KNOW UM CORNY,Negative,-0.2
I MEAN I DIDNT GO TO THIS MOVIE EXPECTING TO SEE THE DARK NIGHT,Positive,0.4
I MEAN THE WAY ITS WRITTEN IS CORNY,Negative,-1.8
BECAUSE IF IVE SEEN IT OVER THE SUMMER I PROBABLY WOULDVE RATED IT BEST ACTION MOVIE I SAW THIS SUMMER,Positive,2.0
AND QUITE HONESTLY I WISH IVE SEEN THIS OVER THE SUMMER,Positive,1.6
I DID LIKE TRANSFORMERS 2 EVEN THOUGH A LOT OF PEOPLE DIDNT LIKE THAT,Positive,2.0
THIS SUMMER WAS KIND OF WEIRD WITH THE ACTION MOVIES IF YOU ASK ME,Negative,-0.8
AND UM YOU KNOW YOU HAVE A LOT OF GOOD ACTORS IN THIS MOVIE ACTUALLY A LOT OF GOOD ACTORS,Positive,2.0
BUT YOU KNOW THIS MOVIE UM THIS REALLY UM WOULDVE MADE UP FOR A DISAPPOINTMENT THAT IT HAD A TERMINATOR SALVATION,Negative,-0.4
SO YOU KNOW ITS NOT LIKE YOU ACTUALLY GETTING LIKE ACADEMY AWARD QUALITY ACTING PERFORMANCES,Negative,-0.6
IN YOU KNOW THEYRE IN THERE THIS IS A CHEEZY UM MOVIE,Negative,-1.0
JOE MOVIE IS HOW INTERNATIONAL IT WAS IT WAS VERY DIVERT,Positive,0.8
I WOULD NOT TAKE A YOUNG CHILD,Negative,-0.8
EXCEPT THEIR EYES ARE KIND OF LIKE THIS WELCOME TO THE POLAR EXPRESS,Negative,-0.6
AND THATS A LOT TO BE SAID FOR A ONE MINUTE REVIEW,Positive,0.2
I ACTUALLY LIKE THE FILM,Positive,2.0
UM I ENJOYED MYSELF IN IT YOU MIGHT AS WELL,Positive,2.2
BUT LET ME FIRST SAY THIS I LIKED IT MORE THAN I EXPECTED I WOULD,Positive,0.8
NUMBER ONE IT MEANS ITS MUCH SCARIER THAN YOU COULD IMAGINE,Positive,0.75
THIS FILM IS SLAVISHLY DEVOTED TO THE ORIGINAL BOOK OR NOV NOVELLA UH BY UH CHARLES DICKENS,Positive,0.8
LET ME SAY THIS IF YOUR CHRISTIANITY IS EXTREMELY LEGALISTIC THIS IS THE FILM FOR YOU,Positive,0.5
MY 8 YEAR OLD WAS TERRIFIED THROUGH PART OF THIS BECAUSE THE ORIGINAL VERSION IS TERRIFYING,Negative,-1.0
SO LAUGHING IF THATS YOUR FORM OF CHRISTIANITY ITS A CHRISTIAN FILM,Negative,-0.2
CAUSE THIS IS A FILM THAT BASICALLY SAYS YOU KNOW WHAT YOU SHOULD DO YOU SHOULD TAKE CARE OF POOR PEOPLE BECAUSE JESUS TOLD US TO TAKE CARE OF POOR PEOPLE AND IF YOU DONT TAKE CARE OF POOR PEOPLE YOURE GONNA BURN IN HELL,Negative,-1.2
UM ANOTHER THING ABOUT THIS FILM IS IN ITS DEVOTION IS THAT SOMETIMES MY CHILDREN COULD NOT UNDERSTAND WHAT WAS BEING SAID BECAUSE THEY WERE SPEAKING DICKENSONIAN ENGLISH,Negative,-1.0
UM ITS NOT MY FORM,Negative,-1.5
THEREFORE A LOT OF SOCIAL COMMENTARY GOES WOOP SOUND EFFECT OVER YOUR HEAD,Negative,-1.4
SOMETIMES I MISSED WHAT WAS BEING SAID,Negative,-0.6
UM ALL THIS STUFF ABOUT DEBTORS PRISON FOR INSTANCE DOESNT REALLY UM JIVE HERE IN 21ST CENTURY AMERICA,Negative,-1.8
OR JUST REALLY DOESNT MAKE ANY DIFFERENCE TO US TODAY AT ALL,Negative,-0.666666666667
BECAUSE THIS THING IS IS MEANT TO BE SEEN IN 3D,Positive,0.6
AND THIS FILM IS THIS AMAZING LIKE I SAY SLAVISH DEVOTION TO CHARLES DICKENS WITH AN AMUSEMENT PARK RIDE,Positive,2.2
OR MOST LIKELY FROM GOING VERY QUICKLY THROUGH LONDON WITH YOU KNOW DEMON HORSES CHASING YOU SO UH THERES THAT,Positive,0.2
AND THROUGHOUT THE FILM YOURE GOING SOUND EFFECTS LAUGHING EITHER FROM THE TERRIFYING CHARACTERS,Positive,0.6
UM THE PEOPLE SEEMED SORT OF DEAD,Negative,-1.6
ALSO ABOUT THE ANIMATION THE PEOPLE JUST LIKE IN POLAR EXPRESS A FILM I REALLY DID NOT LIKE,Negative,-2.0
I CAN APPRECIATE THAT,Positive,0.8
HES NOT GONNA BE LOOKING LIKE A CHIPPER BRIGHT YOUNG MAN BUT EARLY THIRTIES REALLY YOU WANT ME TO BUY THAT,Negative,-1.8
I CANT DO IT,Negative,-1.6
ESPECIALLY WHEN HES HANGING AROUND WITH A MARRIED MEN WHO ALL BUT ONE OF THEM ARE PROBABLY EARLY TWENTIES LAUGHTER AND ONE OF THEM IS MAYBE MID TWENTIES AND MEANWHILE THEYRE HANGING IN WITH PAPA RUSSEL IT JUST LOOKS LIKE YOU KNOW ITS BUNCH OF A GUYS HANGING THERE SO ONE BROUGHT DAD ALONG COZ HE OFFERED TO DRIVE,Negative,-1.2
ROBIN HOOD STARRING RUSSEL CROW UM FIRST THING I GOT TO SAY XXX I WAS DREADING GOING IN TO SEE THIS MOVIE,Negative,-2.0
SO I REALLY WAS NOT LOOKING FORWARD TO SEEING THIS MOVIE,Negative,-2.0
THE TRAILERS WERENT REALLY DOING IT MUCH FOR ME,Negative,-1.2
BUT I DIDNT MIND IT,Positive,0.4
UM BUT I GUESS SAY MAYBE MY EXPECTATIONS WERE LOWERED BY THESE OTHER REVIEWS THAT I READ,Negative,-0.2
I DIDNT FIND IT ALL THAT GOOD,Negative,-1.8
BUT I DIDNT FIND IT ALL THAT BAD,Neutral,0.0
LIKE WHAT PEOPLE COULD HATE ABOUT THIS MOVIE THERE ARE SOME NEGATIVES TO SAY THE LEAST,Negative,-1.4
LIKE I SAID MAYBE MY EXPECTATIONS WERE LOWERED BECAUSE OF ALL OF THOSE REVIEWS BUT I REALLY DIDNT HATE IT,Positive,0.4
THERES MEN IN TIGHTS WHICH YOU KNOW HILARIOUS SPOOF OF THE STORY,Positive,2.0
UM REALLY FIRST AND FOREMOST IT JUST LACKED THE CHARM OF THESE PAST ROBIN HOOD MOVIES THAT WE KNOW,Negative,-2.0
AND IT JUST LACKED THE CHARM OF THOSE PAST MOVIES,Negative,-2.0
THERES A KEVIN COSTNER PRINCE OF FEE VERSION WHICH WAS SUPPOSED TO BE THE DARK AND EDGY VERSION OF HIS TIME I MEAN BUT THAT WAS WHAT THIRTEEN YEARS AGO FOURTEEN YEARS AGO PROBABLY MORE THAN THAT,Negative,-0.6
AND IT REALLY JUST LACKED WHAT MADE THE OTHER MOVIES MORE ENJOYABLE,Negative,-2.0
IT DID SEEM TO FOCUS TOO MUCH ON EPIC EPIC EPIC,Negative,-1.0
UM NOT IN ALL INSTANCES BUT THE ONES THAT MATTER THE MOST YEAH,Negative,-0.6
